,bal0,bal1,bal2,bal3,bal4,bal5,bal6,elev0,elev1,floor,hfloor,htype,kitarea,lat,livarea,lon,offertype,overallarea,parktype,price,rdate,roomarea0,roomarea1,roomarea2,roomarea3,roomarea4,roomarea5,roomarea6,rooms,slavnum,ulavnum,view
1555,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",6.0,55.701303,17.0,37.738908,свободная,33.0,наземная,4700000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1556,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",6.0,55.836115,26.0,37.644549,свободная,42.0,наземная,6600000,,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1557,2 балк,,,,,,,1 пасс,1 груз,10,14,"вторичка,блочный",9.0,55.881066,32.0,37.564509,альтернатива,49.0,,6700000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1558,1 лодж,,,,,,,1 пасс,1 груз,4,16,"вторичка,панельный",8.8,55.872097,17.8,37.558526,альтернатива,38.4,,6600000,,17.8,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1559,,,,,,,,1 пасс,,9,9,"вторичка,панельный",6.6,55.819535,18.7,37.755859,свободная,32.6,,4700000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1560,1 балк,,,,,,,,,2,5,"вторичка,панельный",5.5,55.721655,30.0,37.737372,свободная,45.0,,6000000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,
1561,1 лодж,,,,,,,2 пасс,,14,14,вторичка,10.0,55.825603,20.0,37.81239,свободная,35.1,,4500000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1562,нет,,,,,,,,,4,5,"вторичка,панельный",6.0,55.801126,30.0,37.817717,свободная,46.0,,5500000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1563,нет,,,,,,,,,20,25,"новостройка,панельный",,55.863303,,37.366493,свободная,37.9,,4571072,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
1564,1 лодж,,,,,,,1 пасс,1 груз,9,16,"вторичка,панельный",10.0,55.718775,33.0,37.42271,свободная,54.0,наземная,9600000,,13.0,20.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1565,,,,,,,,,,2,9,"вторичка,панельный",7.0,55.721807,18.0,37.51361,свободная,32.0,наземная,6990000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1566,1 балк,,,,,,,,,3,5,"вторичка,кирпичный",5.8,55.83525,18.8,37.667393,свободная,30.0,,5300000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1567,нет,,,,,,,1 пасс,1 груз,8,19,"новостройка,монолитный",4.0,55.653719,13.3,37.530052,свободная,27.9,,4324500,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1568,1 балк,,,,,,,1 пасс,1 груз,3,17,"вторичка,монолитный",11.0,55.67694,18.0,37.539266,свободная,38.0,,10340000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1569,1 балк,,,,,,,1 пасс,1 груз,9,17,"вторичка,панельный",11.5,55.79727,19.0,37.391188,свободная,40.0,,7700000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1570,1 балк,,,,,,,1 пасс,,3,9,"вторичка,кирпичный",6.0,55.804299,38.0,37.716252,альтернатива,55.0,,10500000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двор
1571,нет,,,,,,,,,9,12,вторичка,6.0,55.727283,23.5,37.522054,свободная,38.4,,8200000,,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,,двор
1572,1 балк,,,,,,,1 пасс,1 груз,5,25,новостройка,,55.632071,,37.416352,свободная,38.2,,3844932,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
1573,нет,,,,,,,1 пасс,1 груз,4,12,"вторичка,панельный",10.0,55.799107,20.0,37.583077,свободная,40.0,наземная,7800000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1574,1 лодж,,,,,,,1 пасс,2 груз,11,25,вторичка,10.5,55.688786,38.0,37.466036,свободная,62.0,многоуровневая,9995000,,20.0,18.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1575,1 балк,,,,,,,,,5,5,"вторичка,панельный",6.8,55.634334,27.0,37.65355,свободная,43.0,наземная,5650000,,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1576,нет,,,,,,,1 пасс,1 груз,12,12,"вторичка,панельный",7.0,55.801253,18.0,37.455453,свободная,35.0,,7300000,,18.0,,,,,,,студия,,1.0,двор
1577,нет,,,,,,,,,4,5,"вторичка,панельный",6.0,55.722842,16.0,37.425477,свободная,30.0,,4750000,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1578,1 балк,,,,,,,,,5,5,"вторичка,панельный",6.0,55.806469,21.0,37.770861,свободная,32.0,,4400000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1579,,,,,,,,1 пасс,,1,9,"вторичка,панельный",6.0,55.616544,19.0,37.590722,свободная,33.0,,4800000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1580,,,,,,,,1 пасс,1 груз,4,6,"вторичка,кирпичный",10.0,55.888952,20.0,37.639779,свободная,33.0,,4500000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двориулица
1581,2 лодж,,,,,,,1 пасс,1 груз,4,6,"вторичка,кирпично-монолитный",25.0,55.738622,150.0,37.602813,свободная,238.0,,286813800,,,,,,0.0,0.0,0.0,4,1.0,2.0,двориулица
1582,,,,,,,,,,1,5,"вторичка,панельный",6.0,55.670265,31.0,37.591162,свободная,42.0,,6200000,,17.0,14.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1583,1 лодж,,,,,,,2 пасс,,5,12,"вторичка,панельный",7.0,55.890542,18.0,37.594962,свободная,33.0,наземная,5200000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1584,,,,,,,,4 пасс,1 груз,32,37,"вторичка,монолитный",10.0,55.774932,20.0,37.548663,свободная,51.0,подземная,11500000,,20.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1585,нет,,,,,,,1 пасс,1 груз,11,18,"новостройка,монолитный",12.1,55.850616,12.9,37.618053,свободная,35.6,,6187440,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1586,1 лодж,,,,,,,1 пасс,1 груз,7,7,"вторичка,панельный",7.0,55.701993,15.6,37.938388,свободная,32.5,,3599999,,15.6,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1587,нет,,,,,,,1 пасс,,1,9,"вторичка,панельный",6.6,55.614338,26.7,37.597118,свободная,43.1,,6700000,,16.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1588,нет,,,,,,,,,2,5,"вторичка,кирпичный",5.8,55.744713,27.0,37.75753,свободная,44.4,,5500000,,10.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1589,,,,,,,,1 пасс,,6,9,вторичка,7.0,55.863146,19.0,37.491036,свободная,33.0,,4980000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1590,1 балк,,,,,,,,,3,5,"вторичка,панельный",6.0,55.657662,30.0,37.705688,свободная,45.0,наземная,5600000,,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1591,,,,,,,,1 пасс,,1,9,"вторичка,панельный",6.2,55.809732,28.0,37.711078,свободная,44.3,наземная,6100000,,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1592,1 балк,,,,,,,2 пасс,1 груз,2,22,"вторичка,панельный",10.0,55.664532,35.0,37.453774,свободная,60.0,,11000000,,22.0,13.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1593,нет,,,,,,,1 пасс,1 груз,11,17,"вторичка,панельный",9.0,55.630279,32.0,37.617123,свободная,43.0,подземная,7174320,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
1594,нет,,,,,,,1 пасс,1 груз,15,23,"новостройка,кирпично-монолитный",10.7,55.771168,,37.376564,свободная,46.8,,8173770,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1595,1 лодж,,,,,,,1 пасс,1 груз,5,17,вторичка,10.0,55.565442,30.4,37.57872,свободная,52.0,,8990000,,18.9,11.5,0.0,0.0,0.0,0.0,0.0,2,1.0,,
1596,,,,,,,,,,1,5,вторичка,6.0,55.702576,29.0,37.733805,альтернатива,45.0,,5150000,,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1597,1 балк,,,,,,,,,3,5,"вторичка,панельный",6.0,55.733655,40.0,37.638835,альтернатива,56.0,наземная,8150000,,,,,0.0,0.0,0.0,0.0,3,1.0,,
1598,нет,,,,,,,1 пасс,,5,12,"вторичка,блочный",9.7,55.651963,19.8,37.564931,свободная,35.5,,5990000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1599,2 лодж,,,,,,,1 пасс,1 груз,15,16,"вторичка,кирпичный",8.5,55.635797,18.7,37.65761,свободная,39.5,,5550000,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1600,,,,,,,,,,1,3,"вторичка,сталинский",8.0,55.860898,16.8,37.642815,альтернатива,32.9,наземная,5920000,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
1601,1 лодж,,,,,,,1 пасс,1 груз,3,14,"новостройка,монолитный",10.0,55.447959,20.0,37.745672,214,30.7,,3500000,"(4, 2016)",20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1602,нет,,,,,,,,,7,17,"вторичка,панельный",9.0,55.646878,36.0,37.341179,свободная,53.5,,7500000,,20.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1603,1 балк,,,,,,,1 пасс,,3,9,вторичка,7.5,55.712492,23.0,37.672441,свободная,38.2,наземная,6900000,,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1604,1 лодж,,,,,,,1 пасс,,4,9,"вторичка,панельный",23.0,55.598177,29.0,37.718148,свободная,58.1,наземная,9250000,,14.0,15.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1605,2 лодж,,,,,,,1 пасс,1 груз,9,14,"вторичка,кирпичный",9.0,55.800944,29.0,37.705338,свободная,53.0,,10640000,,14.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1606,,,,,,,,1 пасс,,5,9,"вторичка,панельный",6.5,55.814275,27.0,37.398123,свободная,44.1,наземная,9000000,,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1607,нет,,,,,,,1 пасс,1 груз,18,25,"новостройка,панельный",8.2,55.588738,18.2,37.603023,свободная,34.5,,6458400,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1608,1 балк,,,,,,,3 груз,,10,15,"новостройка,монолитный",5.0,55.790647,35.1,37.524314,свободная,45.8,,8923445,,21.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1609,1 балк,,,,,,,,,3,5,"вторичка,панельный",5.5,55.77552,18.0,37.493937,альтернатива,30.0,,5900000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1610,,,,,,,,1 пасс,,3,12,"вторичка,сталинский",5.0,55.743887,18.0,37.546776,свободная,29.0,наземная,8800000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1611,,,,,,,,1 пасс,1 груз,6,18,"вторичка,монолитный",,55.761538,169.8,37.554214,свободная,169.8,подземная,93379000,,169.78,,,,0.0,0.0,0.0,4,1.0,1.0,двориулица
1612,1 балк,,,,,,,1 пасс,1 груз,6,11,"вторичка,кирпичный",8.0,55.749142,30.0,37.566764,свободная,52.0,наземная,20000000,,14.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1613,1 балк,,,,,,,1 пасс,,4,9,"вторичка,панельный",5.2,55.850368,21.5,37.451097,свободная,31.5,наземная,5400000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1614,нет,,,,,,,1 пасс,,5,6,"вторичка,сталинский",10.0,55.754937,20.0,37.593686,свободная,40.0,,24500000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1615,1 балк,,,,,,,1 пасс,,14,23,"новостройка,монолитный",16.1,55.659353,33.0,37.561005,свободная,85.2,,21214800,,18.0,,0.0,0.0,0.0,0.0,0.0,2,,,двор
1616,нет,,,,,,,1 пасс,1 груз,5,7,"вторичка,кирпично-монолитный",13.1,55.810526,31.9,37.380489,свободная,61.7,,15446827,,16.0,,0.0,0.0,0.0,0.0,0.0,2,2.0,,улица
1617,нет,,,,,,,1 пасс,,8,9,"вторичка,панельный",7.0,55.588567,21.0,37.642213,свободная,33.0,,4550000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1618,1 балк,,,,,,,,,4,5,"вторичка,панельный",6.0,55.836554,28.0,37.659155,свободная,45.0,наземная,7300000,,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1619,1 балк,,,,,,,1 пасс,,3,12,"вторичка,панельный",7.0,55.732869,24.0,37.536895,альтернатива,40.0,,7670000,,10.0,,0.0,0.0,0.0,0.0,0.0,2,,,двор
1620,нет,,,,,,,1 пасс,1 груз,20,21,"вторичка,монолитный",15.0,55.714191,90.0,37.670914,свободная,115.0,подземная,24000000,,20.0,25.0,25.0,20.0,0.0,0.0,0.0,4,2.0,,двориулица
1621,1 лодж,,,,,,,1 пасс,1 груз,12,14,вторичка,10.0,55.676803,20.0,37.805114,свободная,39.0,наземная,5649000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1622,1 балк,,,,,,,1 пасс,,4,8,"вторичка,кирпичный",10.3,55.818503,51.8,37.504079,свободная,80.5,,19000000,,20.0,16.3,15.5,0.0,0.0,0.0,0.0,3,1.0,,двор
1623,1 балк,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.69488,19.0,37.738207,альтернатива,30.0,наземная,4350000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1624,1 лодж,,,,,,,1 пасс,1 груз,19,24,"вторичка,кирпично-монолитный",11.0,55.904064,19.0,37.549417,свободная,44.0,наземная,7500000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1625,,,,,,,,,,3,16,"вторичка,кирпичный",8.7,55.796648,32.0,37.505076,свободная,64.0,,15500000,,,,0.0,0.0,0.0,0.0,0.0,2,,,
1626,нет,,,,,,,,,15,22,"вторичка,панельный",9.0,55.641829,20.0,37.360699,свободная,38.5,,7300000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1627,1 балк,,,,,,,1 пасс,,4,9,"вторичка,кирпичный",7.0,55.749815,29.0,37.821427,свободная,45.0,наземная,7490000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1628,1 балк,,,,,,,1 пасс,1 груз,3,17,"новостройка,монолитный",12.0,55.8506,30.0,37.623619,переуступка,51.0,подземная,5900000,"(1, 2018)",12.0,18.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,
1629,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",6.0,55.780122,18.0,37.525998,свободная,30.0,наземная,6950000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1630,1 лодж,,,,,,,,,3,19,"новостройка,монолитный",10.3,55.820897,17.0,37.429779,свободная,40.0,,7239880,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1631,1 балк,,,,,,,,,5,5,вторичка,7.0,55.741632,49.0,37.546156,альтернатива,75.0,,16800000,,18.0,17.0,14.0,0.0,0.0,0.0,0.0,3,1.0,,
1632,1 лодж,,,,,,,1 пасс,1 груз,2,19,"новостройка,монолитный",,55.774305,30.0,37.642132,214,43.0,,11118000,"(0, 0)",30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1633,1 лодж,,,,,,,1 пасс,1 груз,12,16,вторичка,10.0,55.636031,20.0,37.802266,свободная,35.0,,4000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1634,1 балк,,,,,,,1 пасс,1 груз,2,7,"новостройка,монолитный",8.0,55.728857,18.0,37.739181,свободная,36.9,,6564141,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,двориулица
1635,1 балк,,,,,,,,,2,5,вторичка,,55.801384,38.0,37.544324,свободная,42.0,,9000000,,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2,,,двор
1636,нет,,,,,,,2 пасс,2 груз,10,25,"вторичка,монолитный",16.0,55.756715,20.0,37.507071,свободная,54.0,подземная,11500000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1637,2 балк,,,,,,,2 пасс,,7,14,"вторичка,панельный",8.7,55.845067,31.1,37.554681,альтернатива,47.0,,8200000,,13.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1638,нет,,,,,,,1 пасс,,5,9,вторичка,6.5,55.635559,18.5,37.795565,свободная,32.0,наземная,4100000,,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1639,нет,,,,,,,1 пасс,,2,9,"вторичка,панельный",6.0,55.676316,19.0,37.607152,свободная,33.0,,5600000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1640,нет,,,,,,,1 пасс,1 груз,13,19,вторичка,8.0,55.944621,46.4,37.349291,свободная,74.0,наземная,7600000,,21.9,10.8,13.7,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1641,нет,,,,,,,1 пасс,1 груз,12,16,"вторичка,монолитный",19.0,55.692008,81.0,37.530939,свободная,153.3,,69397387,,18.0,18.0,23.0,22.0,0.0,0.0,0.0,4,,3.0,двориулица
1642,1 балк,,,,,,,2 пасс,,9,12,"вторичка,блочный",9.9,55.666066,19.6,37.61565,свободная,35.4,,5750000,,34.7,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1643,1 лодж,,,,,,,1 пасс,,11,11,"новостройка,монолитный",14.0,55.599926,18.0,37.72539,214,38.8,,5878200,"(0, 2018)",18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1644,,,,,,,,,,1,9,вторичка,6.0,55.807395,20.0,37.580535,свободная,32.0,,5500000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1645,1 балк,,,,,,,2 пасс,2 груз,7,46,"новостройка,монолитный",8.0,55.803318,16.0,37.591374,переуступка,35.8,подземная,5640000,"(3, 2017)",16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двориулица
1646,1 лодж,,,,,,,2 пасс,1 груз,2,17,"вторичка,панельный",11.0,55.713927,51.0,37.754709,свободная,85.0,многоуровневая,15700000,,22.0,15.0,14.0,0.0,0.0,0.0,0.0,3,,2.0,двор
1647,нет,,,,,,,1 пасс,,3,9,"вторичка,панельный",7.0,55.627991,17.0,37.595411,свободная,33.0,,5300000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1648,нет,,,,,,,,,1,5,"вторичка,кирпичный",5.5,55.7216,28.0,37.789842,свободная,42.0,,5000000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1649,1 балк,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.823151,30.0,37.715956,свободная,44.0,,5650000,,18.12,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1650,нет,,,,,,,,,2,5,"вторичка,панельный",6.0,55.717751,19.0,37.801071,свободная,32.0,,4800000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1651,1 балк,,,,,,,1 пасс,,2,9,"вторичка,панельный",6.0,55.646823,37.0,37.617159,альтернатива,57.0,,9400000,,16.0,12.0,9.0,0.0,0.0,0.0,0.0,3,1.0,,двор
1652,1 лодж,,,,,,,1 пасс,1 груз,2,19,"новостройка,монолитный",10.3,55.820897,17.0,37.429779,свободная,40.8,,6790018,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1653,нет,,,,,,,1 пасс,1 груз,2,6,"вторичка,монолитный",13.0,55.787184,27.0,37.521345,свободная,52.0,подземная,15500000,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1654,,,,,,,,1 пасс,2 груз,22,32,"новостройка,монолитный",4.0,55.645703,22.1,37.70674,переуступка,31.5,подземная,4175000,"(4, 2017)",22.07,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1655,,,,,,,,,,3,5,"вторичка,кирпичный",7.0,55.800484,18.0,37.799679,свободная,35.0,наземная,5150000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1656,нет,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.809565,18.0,37.714806,свободная,30.0,,4700000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1657,1 балк,,,,,,,,,5,5,"вторичка,панельный",6.5,55.652395,18.0,37.581478,свободная,35.0,наземная,5300000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1658,1 лодж,,,,,,,1 пасс,,11,14,вторичка,9.0,55.680869,21.0,37.774122,свободная,40.0,наземная,5750000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1659,1 лодж,,,,,,,2 пасс,,14,16,вторичка,10.0,55.787923,19.0,37.632224,альтернатива,38.0,,11000000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1660,1 лодж,,,,,,,1 пасс,1 груз,4,12,вторичка,9.0,55.808639,18.0,37.569845,свободная,38.0,наземная,6990000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
